Comment,Sentiment_Score
nobodi know yet could plan say cpo hey tri bang let move bourough,0.0
honestli im plea wouldnt feel right perman play anoth year,0.34
funni realli west stand open newcastl 2001 final complet could,0.0
funni realli west stand open newcastl 2001 final complet could,0.0
still wish battersea power station plan go ahead cut 30 minut journey time,0.1531
realli hope buy enough land surround expans happen 2030 say 2017 expans wasnt big enough need 7075000 seat,0.4404
need anoth exit stamford fulham road know road avail even resid millionair anyth power stop,-0.296
larg expans justifi cost realist shed east mhl need knock downalong hotelsthat way could build turnstil incorpor cover walk way similar east stand large foundat move back make large stand also seek permiss stand area germani,0.0
larg expans justifi cost realist shed east mhl need knock downalong hotelsthat way could build turnstil incorpor cover walk way similar east stand large foundat move back make large stand also seek permiss stand area germani,0.0
come extra capac make ticket easy hold might actual manag make occasion game nice extra capac reflect low ticket price redevelop pay that someth cant reli,0.4939
principl twickenham idea isnt bad book lose battersea realli want you stay reloc dump kensal rise id livid play home rugbi season order stay twickenham isnt far either disast term travel,0.1798
make laugh west ham move 60000 seat forev advertis talksht even standard co cant sell upton park,0.5574
make laugh west ham move 60000 seat forev advertis talksht even standard co cant sell upton park,0.5574
hope redevelop stand terrac,0.4404
want ahead good see you stayinh stamford,0.4939
make laugh west ham move 60000 seat forev advertis talksht even standard co cant sell upton park,0.5574
big differ west ham know accept short term provid cheap ticket hope gener gener fan,0.7783
standard say consid wembley basic second anyway,0.0
plan expand sb 5560k maximum kind interest see full 82k rugbystadium,0.8271
wonder plan upgrad 60k also plan within year,0.0
standard say consid wembley basic second anyway,0.0
sure could anoth 18 odd thousand seat suppos that other work,0.0
read somewher increas capac 60k 6000 seat make avail regular fan rest hospit emir concret massiv corpor seat money agre fact,0.3182
fact look temporari venu may good thing,0.4404
,0.0
im sure read year ago part agreement rfu richmond borough council twickenham could use certain number event year know mani time year twickenham use moment 19 footbal match could result complaint local hope give extra revenu local pub cafe etc make,0.8225
read somewher increas capac 60k 6000 seat make avail regular fan rest hospit emir concret massiv corpor seat money agre fact,0.3182
first post plea gentl,0.0
id still rather littl less revenu bowl atmospher emir,0.0
compani club behalf feasibl studi check whether temporari move possibl much cost sb redevelop part seriou paper doesnt necessarili mean happen even consid,0.0
first time poster long time reader,0.0
im sure read year ago part agreement rfu richmond borough council twickenham could use certain number event year know mani time year twickenham use moment 19 footbal match could result complaint local hope give extra revenu local pub cafe etc make,0.8225
your right limit number event twickenham host ive idea number go resid complain almost wont care extra busi theyll mainli eloqu middl class type know voic heard,-0.5023
wont happi anyth fair major disrupt everi week main road central london richmond shut everi time there game twickenham that way fan walk station cours road need shut toward end rush hour midweek game main commut rout,0.0869
your right limit number event twickenham host ive idea number go resid complain almost wont care extra busi theyll mainli eloqu middl class type know voic heard,-0.5023
second home better option fa still owe sht load money you rent season two could help,0.6808
undertow say discuss part feasabl studi noth stage wouldnt worri much go wembley twicker yet logist far like theyr get initi answer question someth discus rather firm plan agreement,0.6908
sorri play wembley special occas wouldnt want you play season total ruin magic play cup final,0.5964
boost psycholog player futur final,0.4019
give you home field advantag,0.0
sorri play wembley special occas wouldnt want you play season total ruin magic play cup final,0.5964
sorri agre play domest game nation whether magic go,0.34
mean extend play care realli,0.743
write officialdom moon ago put forward follow po plan 15000 cap end shedthi b4 mention batterseai say po build shed insid upwardsa sort style villa end isther 7000 extra fell swoopand want seat bang middl plea,-0.7845
leak design shed end,-0.34
could never tire watch chelsea play wembley cup final,0.34
leak design shed end,-0.34
theyr give shed back fulli home fan stick away fan west stand,0.5574
theyr give shed back fulli home fan stick away fan west stand,0.5574
wont happen id see redesign shed safe stand area design area blue flaressmok,0.4404
least seem someth definit card expand,0.3182
leak design shed end,-0.34
cant put away fan upper tear east stand toward 1 side team put away fan bad section day eg newcastl sunderland villa palac didnt spell put away fan west stand build get feel play man ure cup share west afterward nightmar walk back tube etc polic wouldnt allow insist give away alloc 3000 seat seem fa rule state home team alloc 5 away team long safe move segreg along bit give away team 2000 3000 old trafford,-0.372
cant put away fan upper tear east stand toward 1 side team put away fan bad section day eg newcastl sunderland villa palac didnt spell put away fan west stand build get feel play man ure cup share west afterward nightmar walk back tube etc polic wouldnt allow insist give away alloc 3000 seat seem fa rule state home team alloc 5 away team long safe move segreg along bit give away team 2000 3000 old trafford,-0.372
richmond borough council websit propos play twickenham,0.34
geoff sound right bellend,0.0
geoff sound right bellend,0.0
much power council lesser extent local resid dictat much use,0.0
resid hold huge amount power,0.3182
miser sod,-0.4215
much power council lesser extent local resid dictat much use,0.0
solut live next 80k seater,0.0
resid hold huge amount power,0.3182
solut live next 80k seater,0.0
shut though,0.0
shut though,0.0
station side realli know el could build footbridg suppos,0.0
look spud propos esp end,0.0
look good,0.4404
resid hold huge amount power,0.3182
capac,0.0
resid hold huge amount power,0.3182
oppos origin think garth crook plan 5 night gig,0.0
doesnt make sen small club increas size alreadi big stadium yet last 10 year could say arguabl best england,0.6369
whod want listen dozey eye extottenham ct,0.0772
resid hold huge amount power,0.3182
,0.0
,0.0
bit grant licenc 3 night expect 5 reason brook pull completey bewilder everyon take noth stanc whole thing farcic organis anyway first time venu ticket go sale without even preliminari discus licens,0.3612
ye brook play part make awkward greedi demand 5 promotor ja lot answer well assum woukd ok fact howev resid didnt give much go ahead plan,0.5574
farc inde didnt care particularli im fan countri music,-0.0844
seemsso tv pundit mention chelsea look like build stamford site make 3 stand biggercool,0.3612
anyon idea plan west stand stand chang,0.0
west east stand disappoint sound level increas mathew hard shed end 10000,-0.4767
earli day local arent happi,0.0
earli day local arent happi,0.0
earli day local arent happi,0.0
might well kill start build expect neighbour wont allow local author wont allow crucial rfu never approv million year despis round ball stand coincid knowledg singl minut associ footbal ever take place twickenham there chanc dagenham redbrig win champion leagu you set foot place,0.4153
might well kill start build expect neighbour wont allow local author wont allow crucial rfu never approv million year despis round ball stand coincid knowledg singl minut associ footbal ever take place twickenham there chanc dagenham redbrig win champion leagu you set foot place,0.4153
despis round ball stand coincid knowledg singl minut associ footbal ever take place twickenham there chanc dagenham redbrig win champion leagu you set foot place,0.8271
directli topic relat find articl dortmund way interest,0.4588
entitl put posit resid anyway bite cheeki sell ticket gig hasnt get go ahead whole shambl could happen ireland,0.0
almost pain read articl dortmund far away english footbal,-0.4601
never mind increas capac id rather concentr get peopl sing,0.0
mani old school fan visit stadium person want see stamford turn flat similar,0.3818
httpwwwmirrorcouksportfootballnewsnewchelseastadiumwonthappen4617909,0.0
current capac le 42000 contribut fact earn £15m match – £35m season – le london rival arsen term matchday revenu,0.0
irrit thing manchest club easi there plenti land space build wherea you london especi west london base extrem hard find area without buy wealthi investor guess con london base mightili frustrat,-0.1027
least player want live citi,0.0772
anyon el read steven howard today sun,0.0
know that feasibl without knock part villag etc,0.0
know that feasibl without knock part villag etc,0.0
word mheast shed knock mate heard,0.0
amaz could somehow rais capac sb 60k easili best case scenario,0.6369
that hell job true,-0.4215
amaz could somehow rais capac sb 60k easili best case scenario,0.6369
yeah that wed move sure feasibl honest demolit alon massiv task id imagin design do rebuild that get plan permiss first,0.7783
sure club best bet pretti much pull whole start,0.7579
60k hell job tough task tri game sure must look make anoth exit,-0.5859
rid hotel look piec milton keyn sw6,0.0
word mheast shed knock mate heard,0.0
read articl say expand sb next imposs give safeti evacu requir appar exit arent wide enough expand amount peopl contruct avenu insan costli cours expand best option rebuild battersea awesom move ala,0.8779
go past battersea power station yesterday safe say ship well sail look theyr take chimney brick brick,0.6124
60k even enough scale long term ambit big world,0.0
60k even enough scale long term ambit big world,0.0
gonna lie wed struggl sell 60k premier leagu game might fill ground cl group game cup game there mani empti seat,0.0
bang,0.0
wouldnt want situat man citi entir upper tier empti cup game embarrass,-0.3447
load club stadium build capac expand whilst still play bristol citi complet build 3 4 stand design entranc large crowd etc hous etc arent affect also havent move also wolv name two ok small scale im certain sb could make 50k60krefurb need play elsewher,0.8555
load club stadium build capac expand whilst still play bristol citi complet build 3 4 stand design entranc large crowd etc hous etc arent affect also havent move also wolv name two ok small scale im certain sb could make 50k60krefurb need play elsewher,0.8555
enough space bulldoz tri play game protect match goer look histori develop say 95 2001 alway reduc capac health safeti nightmar,0.6124
honest long real madrid barcelona around big world guess could even add man utd list utd becom less desir mani big player futur club includ you big,0.5106
go spend complet fortun stay stamford ad 20000 goal possibl 10 15 may realli worth,0.2263
space around make 60k odd,-0.3182
possibl make bit big club point view didnt see point money cost seat know,0.0
go move go redevelop cpo name right chelsea footbal place favour move battersea earl court birdi flown see mani squeez load space knock hotel buy properti back old shed wall troubl sell 60000 seat west ham sell today less 3 hour minu season ticket,0.4404
go move go redevelop cpo name right chelsea footbal place favour move battersea earl court birdi flown see mani squeez load space knock hotel buy properti back old shed wall troubl sell 60000 seat west ham sell today less 3 hour minu season ticket,0.4404
move wont west london definit within 3 mile mayb south west look croydon ruislip,0.0
go move go redevelop cpo name right chelsea footbal place favour move battersea earl court birdi flown see mani squeez load space knock hotel buy properti back old shed wall troubl sell 60000 seat west ham sell today less 3 hour minu season ticket,0.4404
see council wont let you build walk way cemeteri load peopl walk thru anyway,0.0
see council wont let you build walk way cemeteri load peopl walk thru anyway,0.0
httpcfctruthblogspotcouk201411planningbridgeofsizehtml,0.0
couldnt care less tbh,-0.3875
see council wont let you build walk way cemeteri load peopl walk thru anyway,0.0
also part graveyard grade 2 list,-0.296
move wont west london definit within 3 mile mayb south west look croydon ruislip,0.0
interest go graveyard game esespeci time go allot dug celeri throw could fun,0.6249
intrigu stamford develop articl longish independ,0.0
pretti much sum alreadi know feed hear reloc need someth asap oh sw post code bloodi nuisanc blame foreign,-0.34
,0.0
st jame park yesterday seem similar exit situat you 55000 capac perhap much make,0.0
errrrrr home,0.0
shouldv go battersea bid that battl lose forc wouldv play home icon part london,-0.0772
shouldv go battersea bid that battl lose forc wouldv play home icon part london,-0.0772
httpwwwdailymailcouksportfootballarticle2891485chelseasetbuyafcwimbledonskingsmeadowgroundyouthwomensteamshtml,0.0
saw report yesterday titl articl chelsea final agre deal lengthi talk get excit saw buy youth great though least academi seem sign seriou develop youth,0.6249
look googl map check footprint kingstonian ground appear lot surround land except graveyard nearbi could pre cursor move away stamford south west station nearbi berryland total redevelop seem strang want youth team play away cobham cant realli see big attend week week basi,0.128
look get seriou studi exit pathway feel solut current site innov tend lead distinct design choic excit time ahead,0.0
that good news,0.4404
mayb hf council final budg bit allow you work previous block,-0.25
mayb hf council final budg bit allow you work previous block,-0.25
hope redevelop plan take consider safe stand area,0.7003
fking bate villag project good thing hotel toilet matchday,0.4404
agre special even convert shed matthew hard safe stand increas capacityfrom 16k mayb 2324k demand stand certainli,0.5719
fking bate villag project good thing hotel toilet matchday,0.4404
main obstacl exit rather space,0.0
main obstacl exit rather space,0.0
main obstacl exit rather space,0.0
logist match day fan leav normal importantli emerg evacu,0.3182
realli annoy thing colin hutchinson reckon permiss extra 6000 seat shed back redevelop instead go villag,-0.4404
your fker block way bar nice pub frequent princ wale late easier serv week still take matchday must make lot busi theyd loath lose you,0.0
find lloyd incred soulless consid mani peopl atmospher brogan sing good ale quit expens goos decent beer sing might give tri,0.4404
find lloyd incred soulless consid mani peopl atmospher brogan sing good ale quit expens goos decent beer sing might give tri,0.4404
goo normal four five ale lager well ale £3 pint bad part london sing occas,-0.34
anyth stay stamford make ecstat heart soul footbal,0.0
agm chelsea pitch owner next friday 30 januari im go along coupl other anyon go hope good turnout take note post,0.7003
tell move,0.0
whenev see thread bump alway break news disappoint read late post,-0.4019
tell move,0.0
tell move,0.0
im hope go need ensur work home day,0.4404
pull sicki barn old mate harm do,-0.5423
agm chelsea pitch owner next friday 30 januari im go along coupl other anyon go hope good turnout take note post,0.7003
httpwwwstandardcouksportfootballchelseaandtottenhamcouldtakeadvantageofloopholeandmakewembleytemporaryhome10028281html,0.0
httpwwwbbccouknewsukenglandlondon31873885,0.0
great decis,0.6249
httpwwwbbccouknewsukenglandlondon31873885,0.0
decis could make,0.0
rehash past isnt hope find workaround enabl you stay anoth option,-0.3412
time way chelsea act underhand tactic end day you cpo protect stamford buy share chelsea act differ concret plan place wed vote ye,0.5859
rehash old argument pointless think show tremend lack faith man do much say cpo sharehold famili also look bate arguabl roman save you go rout leed yet peopl didnt trust,-0.1285
think show tremend lack faith man do much,0.128
superb post youv highlight issu associ roman allud albeit well signific amount land properti london russian own interest see happen,0.891
long go 999 chelsea fan wish sack legend di matteo instal chelsea fan hate figur rafael benitez basi deem best turn fan,0.8442
6 month cl win 5 month sign eden hazard 5 month europa leagu win 6 month reappoint jose almost he success businessman longterm plan,0.9005
talk miss point,-0.1531
time repli post bit well,0.2732
coupl point,0.0
coupl point,0.0
coupl point,0.0
cpo buy bate leftdi stamford could never threat well protect ground gener fan,0.2681
time repli post bit well,0.2732
vote realli come trust faith current owner board well least ive say mani time vote favour give share board realli realli tough decis far sneaki way deal whole thing thing bruce buck buy maximum number share vote claim he life long chelsea fan highlight,0.9517
,0.0
none relev thread fair cant stand peopl still go along medium driven stori benitez come save you,0.3045
agre post especi bit appal ye admit make hell lot accept even allow dislik prejudic come nowher near success rememb qpr,0.5267
love,0.6369
agre post especi bit appal ye admit make hell lot accept even allow dislik prejudic come nowher near success rememb qpr,0.5267
mention fact fcked capit cup easili best team leave world cup easili best team enter ye player deserv blame benitez lack motiv skill dumb substitut clearli factor,0.296
there real updat plan quit hope still strong focu within havent mani distract,0.7957
there real updat plan quit hope still strong focu within havent mani distract,0.7957
time get sort finish old men say anoth 5 year plan 4 year construct ill bloodi nearli 60,-0.4215
there real updat plan quit hope still strong focu within havent mani distract,0.7957
time get sort finish old men say anoth 5 year plan 4 year construct ill bloodi nearli 60,-0.4215
probabl wont around,0.0
interest,0.4588
id still say much closer arsen west ham though regard happen ground club gener charg much away still fill west ham addit 30000 seat fill probabl fanbas fill also ad advantag brand didnt pay afford gener,0.0762
id still say much closer arsen west ham though regard happen ground club gener charg much away still fill west ham addit 30000 seat fill probabl fanbas fill also ad advantag brand didnt pay afford gener,0.0762
interest piec today west ham move httpwwwtheguardiancomfootball2015apr22westhamseasonticketpricesolympicstadiumtaxpayersmoneykarrenbradi,0.4588
interest,0.4588
round build wed good make sure big enough accommod worldwid fan base,0.7579
club gener charg much away still fill,0.0
httpwwwumaxitcomindexphpcolumnsrevealingchelseasformativeplanstoconvertstamfordbridgeintoa60000seatersuperstadium,0.0
keep you im,0.0
go start keep hear talk solid date last thing hear consult design allianz arena help design,0.5106
go start keep hear talk solid date last thing hear consult design allianz arena help design,0.5106
two year away 60000 seater end gonna strang good long run problem go twickenham 1 2 season,0.0516
also remain skeptic chip away year real confirm abil extend financi sound way,-0.0516
remain slightli skeptic thought previous architect say simpl isnt enough acr land avail build 60k exist site,-0.2263
space issu go necessit uniqu design fine issu alway egress ground also part studi reckon thing well definit see name right sell though,0.4404
alway thought space wasnt problem lack space exit evacu ground presum way round whatev take keep ok,0.6619
,0.0
wonder mean signific recent chang polit climat local torus council sinc 2010 mp chang lib dem torus make differ,0.0
someth,0.0
someth,0.0
wonder mean signific recent chang polit climat local torus council sinc 2010 mp chang lib dem torus make differ,0.0
especi sinc cameron loyal villa err west ham er aston villa fan,0.6597
someth,0.0
peopl want pitch remain size call large pitch emul barca etc etc,0.0772
hollow volcanoy knowto match evil,-0.6597
peopl want pitch remain size call large pitch emul barca etc etc,0.0772
labour control hf council last year understand tend bit favour toward you tori,0.4404
,0.0
peopl want pitch remain size call large pitch emul barca etc etc,0.0772
,0.0
still whole thing massiv difficult undertak 4 stand pitch that go demolish assum hotel flat go loss earn facil restaur associ busi,-0.5859
happen roman gonna invest vast amount money want full right ground way stand cpo,0.0772
big pitch help you give eden hazard extra 510 yard space side hell even big threat plu give fabrega space play pas stretch play,-0.3612
happen roman gonna invest vast amount money want full right ground way stand cpo,0.0772
wonder underground car park problem demolit construct roof strong enough need replac current stand restaur hotel sure read keep staff cost doesnt make much money bar use week matthew hard corpor use plu extra match revenu hope outlay less earn great,0.849
realli see stand knock east west big enough knock mega expens also see possibl complet coupl year make adjust corner connect though,0.0
realli see stand knock east west big enough knock mega expens also see possibl complet coupl year,0.0
convinc know ha,0.34
assum propos ground directli build current stand,0.0
perhap aviva dublin someth weve look similar size site hem you next railway line manag squeez,0.0
perhap aviva dublin someth weve look similar size site hem you next railway line manag squeez,0.0
space need ground build key much ground tradit foundat spread forc build downward 45 degre near someth may undermin build around modern engin way round obvious still someth need take account,0.0
perhap aviva dublin someth weve look similar size site hem you next railway line manag squeez,0.0
there anyway east stand isnt redevelop certainli need well also look maximis number hospit suit know popular thing modern day necess,0.6369
perhap aviva dublin someth weve look similar size site hem you next railway line manag squeez,0.0
perhap aviva dublin someth weve look similar size site hem you next railway line manag squeez,0.0
squeez manag build properli three side end singl tier 6 row deep must hold 300 hundr peopl,0.0
knock stand downbuild box structur around pitchpaint mural depict thousand fan along side box arsen year ago north bankinstal speakerspip larg crowd soundtrackcharg everyon £20 ppv,0.3182
look aviva allianz arena cool featur make red match day term look find aw,0.3182
im sure plenti architect trick trade maximis use space anyth hope limit space give you uniqu look,0.6124
updat concern sb expans,0.0
knock stand downbuild box structur around pitchpaint mural depict thousand fan along side box arsen year ago north bankinstal speakerspip larg crowd soundtrackcharg everyon £20 ppv,0.3182
fc say love see someth differ,0.6369
updat concern sb expans,0.0
mate mine reckon 2017 might order pint match cabbag patch webb elli barmi arm,0.0
yay barmi arm site much underag drink part,0.5267
yay barmi arm site much underag drink part,0.5267
rest assur still good overag drink long your desper hurri loo matchday,0.4404
even love rugbi fan quit bit bother recent seven antisoci behaviour crap peopl garden etc heard,0.3612
bear main street barmi arm pretti good sport tv food game,0.4404
ah know mean never far know think there load pub twickenham ive never use stick favourit santand build societi ive webb elli mani year ago real dive call rugbi tavern guess cabbag patch obviou drink venu prematch albani well though that becom bit trendi expens know whether theyd welcom chelsea fan,0.5267
albani probabl wouldnt there right corner opposit cabbag patchthink there call loft anyway ok bit shthole realli spaciou webb elli wetherspoon pretti standard interest see situat drink moment take drink seat charg £1 per plastic glass return back,0.6369
think opposit cabbag patch webb elli doh googl old post offic never old rugbi tavern still shthole never even use sell real ale back day felt youd stick anyth touch,0.0
httpwwwtripadvisorcoukrestaurantreviewg528819d7784862reviewstheshack68twickenhamgreaterlondonenglandhtmlreview,0.0
httpwwwtripadvisorcoukrestaurantreviewg528819d7784862reviewstheshack68twickenhamgreaterlondonenglandhtmlreview,0.0
round corner webb elli give tri good,0.4404
round corner webb elli give tri good,0.4404
nan,0.0
roman coliseum,0.0
last pic look scrambl egg,0.0
last pic look scrambl egg,0.0
pound symbol bottom loadsamoney,0.0
look beauti cathedr design,0.0
exactli sort design hope someth uniqu give sen ident rather lifeless bowl design,0.4404
look realli want someth uniqu you play yet anoth soulless bowl im realli hope end dortmund wall enorm low tier keep go,0.5423
thank god wont anoth emir etihad,0.5574
earli day excit propos,0.0
know obvious earli stage decent chang approv,0.0
go tonight see plan meet consult,0.0
hope keep memori wall two brother plaqu,0.4404
isnt ask stand littl bit pointless know answer,0.0
hope keep memori wall two brother plaqu,0.4404
cheer boyn much appreci,0.5106
know obvious earli stage decent chang approv,0.0
well mclovin say go long old road weve give far well chanc ever could imagin due crucial factor,0.4939
go pictur say im keen design honest mayb itll come across good pictur releas futur,0.8271
havent recruit design allianz arena heard ago could reason look realli aesthet plea,0.0
go pictur say im keen design honest mayb itll come across good pictur releas futur,0.8271
love brickwork ive see enough glass panel clad monstros london last lifetim let hope goer well rariti hand distinct love bit,0.9485
hope larg singl tier least end behind goal creat proper home end unfortun fear middl tier corpor sad realiti modern footbal,-0.5267
ill trowel,-0.4215
east stand daddi,0.0
thing quit understand fact alway tell expans scale imposs yet station architect design ground site voila suddenli could goer,0.0
eastern block concret brick brick seem choic architect design new retro you basebal stadium look realli good nyc ny meet,0.0
say anywher materi build im imagin yellowcream finish current mayb someth give london portland stone look cant see build red brick,0.0
davey problem never abl build big enough alway convinc council empti game could evacu safe need fh council seem much easy deal threat you move away real,-0.0772
ask memori wall shelli know coupl peopl plaqu,0.0
davey problem never abl build big enough alway convinc council empti game could evacu safe need,0.0516
ye that mean site big enough much el ie room walk around particularli fulham road,0.0
jewel crown dynasti roman build hand son,0.6908
gain space ground build railway line behind east stand also gain space increas build volum certainli look way look side section stand,0.7783
wasnt awar propos build railway line also pardon ignor mean bit bold im sure obviou im bit dumb talk space insid outsid,0.4404
insid gain space sorri clearer look side section stand see north stand east stand railway track underneath back stand faint make train well,0.6705
brilliant id appreci famili friend thank,0.8591
shelli gem other memori wall stay excel news remain old shed wall also stay comment etc last night meet consult follow later type moment,0.4588
cheer boyn mum chuf hear,0.5106
well mclovin say go long old road weve give far well chanc ever could imagin due crucial factor,0.4939
thank mate,0.3612
cheer boyn provid updat news regard discus meet,0.5106
thank boyn,0.3612
great post boyn,0.6249
cheer round boyn,0.5106
wonder post boyn thank take time type especi ask question wall,0.3612
top man boyn,0.2023
notic present state averag age chelsea fan 50 old top flight club,0.4767
thank boyn best post superb news ever,0.8957
thank boyn,0.3612
cheer boyn great write,0.8126
thank boyn great stuff,0.765
cheer boyn great updat,0.8126
realli enjoy boyn love attend realli appreci insight,0.8126
height current ensur view surround build block appar resid say view richmond park spoil height increas sure case give stamford tall build area also build high block sunlight concern resid oswald stoll home west stand build nineti right proper cater servic veteran,-0.5423
incred awesom great see roman commit,0.743
thank boyn brilliant stuff,0.743
thank boyn brilliant stuff,0.743
thing idea hope happen need 80k 90k even 100k stamford nice compact give home feel intimid close proxim pitch look like nou camp bernabeu theyr showpiec without sen home wrong theyr icon stadium alway felt though huge stadium show noth el hope home feel make sb uniqu,0.9319
nan,0.0
brick idea good allhelp rais fund leav fan mark,0.6369
go consult last night end pint henc post,0.0
thank info carshalton,0.3612
definit happen project date like offici green lit,0.3612
drawingsplan see design hit miss support,0.2732
brick idea good allhelp rais fund leav fan mark,0.6369
pricey actual local team hib sell plagu go side differ size start £65ish recal correctli ive get id love stamford well grant theyr engrav brick might bite expens,0.8316
tell lie,0.0
get brick ibrox,0.0
anoth thing forget add ask you move could play fella chelsea suit tie say everi venu weve ask say ye play stumbl block need date idea itll plan obvious cant give date yet,-0.0
see wembley turn other past,0.0
fa desper money use wembley,0.0
wembley basic second home anyway,0.0
see elsewher point alreadi post also havent,0.0
read stuff carshalton blue boyn realli fill optimismth abramovich legaci everi bit special histor mear bate contribut year,0.4019
go exhibit today,0.0
good post davey peopl go ahead,0.4404
brilliant davey thank write bloodi excit time,0.743
sound good sound croke park lay ie abl walk round within also plenti bar happi day,0.4404
5 south stand see big increas capac doubl less north stand stand taller meaning degre also see signific capac increas east west less stay term capac,0.0
anyth say name stand north still matthew hard south shed end prematur,-0.1027
light get anyth high tech,0.0
light get anyth high tech,0.0
appar barcelona come town play dark,0.34
haha actual meant exterior light,0.4588
love west london glow blue cl night,0.6369
cheer updat excit inde,0.5106
might bite late ask anyon ask could sight restrict within moment back mh low,-0.5719
might bite late ask anyon ask could sight restrict within moment back mh low,-0.5719
eastern block concret brick brick seem choic architect design new retro you basebal stadium look realli good nyc ny meet,0.0
excit great you far away sunni scotland hear depth review happenedwa discus consult come envi stadium world footballroman gonna muck,0.6249
citi field time visit folk back ny nice basebal standpoint cannot walk around low tier see game close suit bit bother rest superb far well yanke denver brick everywher open along bottom deck nice featur outsid concours grab bite drink aand nestl field without pay premium seat spent mani day buy ticket upper deck stand pretti much field level knock back pint ok theyr plastic cup shoddi american beer watch game sure bias coor field perhap fine place catch basebal game decid sit right field side upper deck face west see sun set mountain,0.9372
im bias best you basebal ive att park guess set anyth el love old one wrigley though,0.8402
also old school london type feel bar cafe viaduct passageway well imagin atmospher matchday,0.2732
realli,0.0
sw6 local happi seem,0.0
sw6 local happi seem,0.0
fyi thread close chat place anyon want read httpwwwtheshedendcomtopic28138£500millionplanfornewstamfordbridg,0.2732
brickwork arch look ideal spray turn back millwal obvious today era organ evapor eco paint,0.5267
roman legendc believ pay entir thing,-0.1027
excit time get go ahead let forget hasnt yet,-0.2263
resist alway go happen,0.0
complaint inevit emir dislodg swath local busi build local peopl complain certainli wont affect overal decis histori tell you,-0.5719
didnt west delay find rare flower grow area develop,0.2411
messag sw6 resid,0.0
roman legendc believ pay entir thing,-0.1027
accord forb 2015 data net worth 9 billion usd,0.2263
accord forb 2015 data net worth 9 billion usd,0.2263
mayb he realis cant take kid need much,0.0
thatsquit lot liquid asset assum probabl worri noth,0.3612
£500 million massiv underestim cost nearli doubl imo,0.0
look absolut epic im get excit read thread meet,0.0
magic pas,0.0
accord forb 2015 data net worth 9 billion usd,0.2263
nah hand car wash well there load dodgi eastern european car wash,0.5994
thing havent see mention far anyth relat name surrey quit massiv factor fan point view financi name right use sponsorship,0.3182
£500 million massiv underestim cost nearli doubl imo,0.0
suppos bear mind alreadi land build imagin signific amount money emir buy 20 acr land build,0.0
can´t believ ra sell name spend hundr million belov make littl sen back later sell import part club histori,0.0
suppos bear mind alreadi land build imagin signific amount money emir buy 20 acr land build,0.0
heard name stamford abramobridg,0.0
surpris didnt tender name right stupid money make,-0.5267
saidsir roman recoup 500 mil swiftli mani mani ways500 mil coupl boat doesnt need buylov guyal need convinc planner make end accoust abl allow sing drown 3000 spudsthi happenth ground present locat do time im 65 still abl hope abus spud loudli,0.0258
start feel slightli advanc process initi think imagin detail plan alreadi exist choos gradual drip feed inform gaug reaction act accordingli oppos steam everyth probabl good call,0.4404
want design look stun build correctli could creat amaz atmospher plea do bloodi life time,0.0772
may sound silli money spend hinder you financi arsen emir build,0.0
saidsir roman recoup 500 mil swiftli mani mani ways500 mil coupl boat doesnt need buylov guyal need convinc planner make end accoust abl allow sing drown 3000 spudsthi happenth ground present locat do time im 65 still abl hope abus spud loudli,0.0258
may sound silli money spend hinder you financi arsen emir build,0.0
issu sell name right fan well still colloqui refer there much money make ideal home alway call stamford unfortun money take preced romanc footbal day,0.7783
actual littl money involv name right,0.0
plan look good im happi guy live go game frequent,0.4404
actual littl money involv name right,0.0
refin eleganceth total absurd chelsea oh say local wont thatha ha,-0.2584
retir present mike,0.0
arsen receiv around £30 million year emir though includ shirt sponsorship hard know actual breakdown suffic say figur name right huge rout im sure take,0.4939
hard consid dipper 25m shirt sponsorship arsen atleast much £30m minu £25m £5m easi peasi,-0.1027
know arsen like differ term anoth right,0.3612
arsen get least much dipper fair assumpt make ball park work,0.3182
arent sponsor kfc start,0.0
id rather less money stupid brand name person need money,-0.4804
rememb richard brandon want virgin logo west stand roof,0.0772
rememb richard brandon want virgin logo west stand roof,0.0772
realli worthwhil call kentucki fri chicken sht paltri sum money,0.0
oh good god,0.6124
hard consid dipper 25m shirt sponsorship arsen atleast much £30m minu £25m £5m easi peasi,-0.1027
want make clear havent make imag anyth final design post architectur forum provid link earlier httpwwwskyscrapercitycomshowthreadphpt1079233page19 poster use draw weve see get bit creativ,0.4404
sake clariti east stand bottom stand top imag,0.2023
anyon ask consult propos roof construct someon post graphic descript,0.0
anyon ask consult propos roof construct someon post graphic descript,0.0
fli buttress support roof slope along roof hang roof form perfect circl mirror circl west brompton cemeteri see north east pic,0.7506
anyon know build directli behind mh stand almost touch look,0.0
anyon know build directli behind mh stand almost touch look,0.0
health museum,0.0
oh good part site worri moment,0.4404
broadcast truck go european night anyon capac reduc broadcast truck behind mh stand happen,0.0
broadcast truck go european night anyon capac reduc broadcast truck behind mh stand happen,0.0
capac wont reduc,0.0
love view corner incred,0.6369
nice excit time hand heart cant see happen hope im wrong coàuncil play ball,0.4393
hope davey ill upset see knock redevelop huge part childhood bench green bucket seat massiv floodlight ill never forget memori go ahead redevelop icon,-0.3257
wow 3d render imag make today quickli thing share let know guy detail updat imag roof model littl go guess work exterior sure offici imag vagu,0.8074
softwar use start play 3d max get start,0.34
